split,formula,reaction,n_atoms,dft_reactant_energy_eV,dft_transition_state_energy_eV,dft_product_energy_eV,mace_reactant_energy_eV,mace_transition_state_energy_eV,mace_product_energy_eV,dft_forward_barrier_eV,mace_forward_barrier_eV,forward_barrier_error_eV,dft_reaction_energy_eV,mace_reaction_energy_eV,reaction_energy_error_eV,dft_reverse_barrier_eV,mace_reverse_barrier_eV,reverse_barrier_error_eV
train,C2H2N2O2,rxn3534,8,-9176.337552894462,-9172.614587102827,-9173.39661528796,-9176.3349609375,-9172.6796875,-9173.4931640625,3.722965791634124,3.6552734375,-0.06769235413412389,2.940937606501393,2.841796875,-0.09914073150139302,0.7820281851327309,0.8134765625,0.03144837736726913
train,C2H2N2O2,rxn3535,8,-9176.337552894462,-9173.16145288093,-9174.42761078514,-9176.3349609375,-9173.2060546875,-9174.4560546875,3.17610001353205,3.12890625,-0.04719376353205007,1.9099421093214914,1.87890625,-0.031035859321491444,1.2661579042105586,1.25,-0.016157904210558627
train,C2H2N2O2,rxn3536,8,-9176.337552894462,-9171.186745422869,-9173.086273868992,-9176.3349609375,-9171.134765625,-9173.0908203125,5.150807471592998,5.2001953125,0.0493878409070021,3.2512790254695574,3.244140625,-0.007138400469557382,1.8995284461234405,1.9560546875,0.05652624137655948
train,C2H2N2O2,rxn3537,8,-9176.337552894462,-9173.78045148006,-9176.232726513195,-9176.3349609375,-9173.7890625,-9176.2197265625,2.5571014144024957,2.5458984375,-0.01120297690249572,0.10482638126632082,0.115234375,0.010407993733679177,2.452275033136175,2.4306640625,-0.021610970636174898
train,C2H2N2O2,rxn3878,8,-9176.863648695034,-9174.299278738332,-9176.455117940346,-9176.873046875,-9174.296875,-9176.4423828125,2.564369956702649,2.576171875,0.011801918297351222,0.4085307546883996,0.4306640625,0.02213330781160039,2.155839202014249,2.1455078125,-0.010331389514249167
train,C2H2N2O2,rxn3879,8,-9176.863648695034,-9172.885506370027,-9173.773321140932,-9176.873046875,-9172.9052734375,-9173.75390625,3.978142325007866,3.9677734375,-0.01036888750786602,3.0903275541022595,3.119140625,0.028813070897740545,0.8878147709056066,0.8486328125,-0.039181958405606565
train,C2H2N2O2,rxn9393,8,-9176.863648695034,-9173.937672075377,-9177.555085208058,-9176.873046875,-9173.896484375,-9177.56640625,2.9259766196573764,2.9765625,0.05058588034262357,-0.6914365130232909,-0.693359375,-0.0019228619767091004,3.6174131326806673,3.669921875,0.05250874231933267
train,C2H2N4,rxn0127,8,-8061.087488622239,-8058.009189921194,-8058.300507373923,-8061.1181640625,-8058.0302734375,-8058.287109375,3.0782987010452416,3.087890625,0.009591923954758386,2.7869812483158967,2.8310546875,0.044073439184103336,0.29131745272934495,0.2568359375,-0.03448151522934495
train,C2H2N4,rxn0827,8,-8061.417086696443,-8057.111196937281,-8058.722049606207,-8061.4169921875,-8057.1455078125,-8058.765625,4.305889759161801,4.271484375,-0.03440538416180061,2.695037090235928,2.6513671875,-0.04366990273592819,1.6108526689258724,1.6201171875,0.009264518574127578
train,C2H2N4,rxn0828,8,-8061.41708669696,-8057.460486375087,-8058.473804349953,-8061.4169921875,-8057.47509765625,-8058.4736328125,3.956600321872429,3.94189453125,-0.014705790622429049,2.9432823470069707,2.943359375,7.702799302933272e-05,1.0133179748654584,0.99853515625,-0.014782818615458382
train,C2H2N4,rxn0829,8,-8061.41708669696,-8057.854699947647,-8059.5679052716605,-8061.4169921875,-8057.89306640625,-8059.60888671875,3.562386749313191,3.52392578125,-0.0384609680631911,1.8491814252993208,1.80810546875,-0.041075956549320836,1.7132053240138703,1.7158203125,0.0026149884861297323
train,C2H2N4,rxn0830,8,-8061.417086696443,-8055.4776791078875,-8058.371784816951,-8061.4169921875,-8055.5126953125,-8058.38134765625,5.939407588555696,5.904296875,-0.03511071355569584,3.045301879492399,3.03564453125,-0.009657348242399166,2.8941057090632967,2.86865234375,-0.025453365313296672
train,C2H2N4,rxn0831,8,-8061.41708669696,-8057.8176475762475,-8058.767776575682,-8061.4169921875,-8057.8359375,-8058.7529296875,3.5994391207123044,3.5810546875,-0.01838443321230443,2.6493101212781767,2.6640625,0.014752378721823334,0.9501289994341278,0.9169921875,-0.03313681193412776
train,C2H2N4,rxn0832,8,-8061.41708669696,-8058.402457181857,-8058.8546285042075,-8061.4169921875,-8058.37255859375,-8058.84912109375,3.0146295151025697,3.04443359375,0.029804078647430288,2.562458192752274,2.56787109375,0.005412900997725956,0.45217132235029567,0.4765625,0.024391177649704332
train,C2H2N4,rxn0833,8,-8061.417086696443,-8057.822090492306,-8059.200598425822,-8061.4169921875,-8057.90625,-8059.205078125,3.5949962041368053,3.5107421875,-0.08425401663680532,2.2164882706210847,2.2119140625,-0.004574208121084666,1.3785079335157207,1.298828125,-0.07967980851572065
train,C2H2N4,rxn0834,8,-8061.41708669696,-8059.234728680219,-8062.473516423805,-8061.4169921875,-8059.25634765625,-8062.45361328125,2.182358016741091,2.16064453125,-0.021713485491090978,-1.0564297268456357,-1.03662109375,0.01980863309563574,3.2387877435867267,3.197265625,-0.04152211858672672
train,C2H2N4,rxn0835,8,-8061.417086696443,-8057.3444793367835,-8059.488419049704,-8061.4169921875,-8057.32080078125,-8059.564453125,4.072607359659742,4.09619140625,0.023584046590258367,1.9286676467390862,1.8525390625,-0.0761285842390862,2.1439397129206554,2.24365234375,0.09971263082934456
train,C2H2N4,rxn2603,8,-8060.496880369916,-8057.7301421776865,-8059.570022995193,-8060.43603515625,-8057.8564453125,-8059.52294921875,2.7667381922292407,2.57958984375,-0.18714834847924067,0.926857374723113,0.9130859375,-0.013771437223113026,1.8398808175061276,1.66650390625,-0.17337691125612764
train,C2H2N4,rxn2604,8,-8060.4968803687725,-8059.176971022334,-8059.783447959785,-8060.43603515625,-8059.0859375,-8059.697265625,1.3199093464381804,1.35009765625,0.030188309811819636,0.7134324089875008,0.73876953125,0.02533712226249918,0.6064769374506795,0.611328125,0.004851187549320457
train,C2H2N4,rxn9029,8,-8061.41708669696,-8057.137378549463,-8060.560256796831,-8061.4169921875,-8057.06689453125,-8060.59228515625,4.279708147496422,4.35009765625,0.07038950875357841,0.8568299001290143,0.82470703125,-0.03212286887901428,3.4228782473674073,3.525390625,0.10251237763259269
train,C2H2O2,rxn3279,6,-6197.553275415229,-6194.710994822814,-6195.076810436044,-6197.5908203125,-6194.71533203125,-6195.13427734375,2.8422805924146815,2.87548828125,0.03320768883531855,2.476464979185039,2.45654296875,-0.01992201043503883,0.3658156132296426,0.4189453125,0.05312969927035738
train,C2H3N,rxn2857,6,-3611.2870026377705,-3608.4315061042084,-3610.244696797599,-3611.299072265625,-3608.46826171875,-3610.220458984375,2.855496533562018,2.830810546875,-0.024685986687018158,1.0423058401715934,1.07861328125,0.036307441078406555,1.8131906933904247,1.752197265625,-0.06099342776542471
train,C2H3N,rxn2858,6,-3611.2870026377705,-3606.687398733639,-3610.001185225104,-3611.299072265625,-3606.698486328125,-3610.0302734375,4.599603904131527,4.6005859375,0.0009820333684729121,1.285817412666347,1.268798828125,-0.01701858454134708,3.31378649146518,3.331787109375,0.018000617909819994
train,C2H3N3,rxn0295,8,-6589.463616316201,-6586.968223824993,-6588.434147199953,-6589.44873046875,-6586.939453125,-6588.3896484375,2.4953924912078946,2.50927734375,0.013884852542105364,1.0294691162480376,1.05908203125,0.029612915001962392,1.465923374959857,1.4501953125,-0.01572806245985703
train,C2H3N3,rxn0296,8,-6589.463616319929,-6585.606364324778,-6585.906801483191,-6589.44873046875,-6585.60888671875,-6585.90478515625,3.857251995151273,3.83984375,-0.01740824515127315,3.55681483673834,3.5439453125,-0.012869524238340091,0.30043715841293306,0.2958984375,-0.004538720912933059
train,C2H3N3,rxn0297,8,-6589.463616319929,-6587.873170072252,-6588.241449519559,-6589.44873046875,-6587.8310546875,-6588.18212890625,1.5904462476773915,1.61767578125,0.02722953357260849,1.2221668003703599,1.2666015625,0.04443476212964015,0.36827944730703166,0.35107421875,-0.01720522855703166
train,C2H3N3,rxn0298,8,-6589.463616319929,-6585.112279399991,-6585.997240395807,-6589.44873046875,-6585.06494140625,-6586.0419921875,4.351336919938149,4.3837890625,0.03245214256185136,3.466375924122076,3.40673828125,-0.05963764287207596,0.8849609958160727,0.97705078125,0.09208978543392732
train,C2H3N3,rxn0299,8,-6589.463616316201,-6583.9485339285975,-6586.880537879049,-6589.44873046875,-6583.96435546875,-6586.8095703125,5.5150823876037975,5.484375,-0.030707387603797542,2.5830784371519258,2.63916015625,0.056081719098074245,2.932003950451872,2.84521484375,-0.08678910670187179
train,C2H3N3,rxn0300,8,-6589.463616319929,-6587.190449260729,-6589.686958715985,-6589.44873046875,-6587.1787109375,-6589.69091796875,2.2731670592002047,2.27001953125,-0.003147527950204676,-0.22334239605606854,-0.2421875,-0.018845103943931463,2.496509455256273,2.51220703125,0.015697575993726787
train,C2H3N3,rxn0301,8,-6589.463616316201,-6585.425660369282,-6587.5227582157395,-6589.44873046875,-6585.40478515625,-6587.4892578125,4.037955946919283,4.0439453125,0.005989365580717276,1.94085810046181,1.95947265625,0.018614555788190046,2.0970978464574728,2.08447265625,-0.01262519020747277
train,C2H3N3,rxn0989,8,-6589.908649713515,-6585.098682348825,-6586.701287887367,-6589.90087890625,-6585.12060546875,-6586.7138671875,4.8099673646902374,4.7802734375,-0.029693927190237446,3.2073618261483716,3.18701171875,-0.02035010739837162,1.6026055385418658,1.59326171875,-0.009343819791865826
train,C2H3N3,rxn0990,8,-6589.908649719665,-6587.4813464087865,-6588.9947705693785,-6589.90087890625,-6587.4794921875,-6588.9638671875,2.4273033108784148,2.42138671875,-0.005916592128414777,0.9138791502864478,0.93701171875,0.02313256846355216,1.513424160591967,1.484375,-0.029049160591966938
train,C2H3N3,rxn0991,8,-6589.908649719665,-6586.773939548872,-6587.039600088427,-6589.90087890625,-6586.759765625,-6586.9443359375,3.134710170793369,3.14111328125,0.0064031104566311114,2.8690496312383402,2.95654296875,0.08749333751165977,0.26566053955502866,0.1845703125,-0.08109022705502866
train,C2H3N3,rxn0992,8,-6589.908649719665,-6586.7700832853425,-6588.978315266062,-6589.90087890625,-6586.75537109375,-6588.97802734375,3.138566434322456,3.1455078125,0.006941378177543811,0.9303344536028817,0.9228515625,-0.007482891102881695,2.2082319807195745,2.22265625,0.014424269280425506
train,C2H3N3,rxn0993,8,-6589.908649719665,-6585.412497808358,-6588.758940865201,-6589.90087890625,-6585.3837890625,-6588.78271484375,4.496151911306697,4.51708984375,0.020937932443302998,1.1497088544638245,1.1181640625,-0.03154479196382454,3.3464430568428725,3.39892578125,0.052482724407127535
train,C2H3N3,rxn0994,8,-6589.908649719665,-6585.6259202173105,-6585.753255722536,-6589.90087890625,-6585.60205078125,-6585.7685546875,4.282729502354414,4.298828125,0.016098622645586147,4.155393997129067,4.13232421875,-0.02306977837906743,0.12733550522534642,0.16650390625,0.039168401024653576
train,C2H3N3,rxn2803,8,-6590.225544483533,-6585.965371612653,-6587.933382266463,-6590.21923828125,-6585.91064453125,-6587.80517578125,4.2601728708796145,4.30859375,0.04842087912038551,2.2921622170697447,2.4140625,0.12190028293025534,1.9680106538098698,1.89453125,-0.07347940380986984
train,C2H3N3,rxn2804,8,-6590.225544484892,-6587.73731406461,-6588.995048472788,-6590.21923828125,-6587.716796875,-6588.9638671875,2.488230420282889,2.50244140625,0.0142109859671109,1.2304960121045951,1.25537109375,0.024875081645404862,1.257734408178294,1.2470703125,-0.010664095678293961
train,C2H3N3,rxn2805,8,-6590.225544483533,-6586.810091401219,-6588.978237823764,-6590.21923828125,-6586.8173828125,-6588.97802734375,3.4154530823134337,3.40185546875,-0.013597613563433697,1.247306659768583,1.2412109375,-0.006095722268582904,2.168146422544851,2.16064453125,-0.007501891294850793
train,C2H3N3,rxn2806,8,-6590.225544484892,-6586.334642062339,-6587.652410647515,-6590.21923828125,-6586.29345703125,-6587.6513671875,3.890902422553154,3.92578125,0.03487882744684612,2.5731338373770996,2.56787109375,-0.005262743627099553,1.3177685851760543,1.35791015625,0.04014157107394567
