split,formula,reaction,n_atoms,dft_reactant_energy_eV,dft_transition_state_energy_eV,dft_product_energy_eV,mace_reactant_energy_eV,mace_transition_state_energy_eV,mace_product_energy_eV,dft_forward_barrier_eV,mace_forward_barrier_eV,forward_barrier_error_eV,dft_reaction_energy_eV,mace_reaction_energy_eV,reaction_energy_error_eV,dft_reverse_barrier_eV,mace_reverse_barrier_eV,reverse_barrier_error_eV
train,C2H2N2O2,rxn3534,8,-9176.337552894462,-9172.614587102827,-9173.39661528796,-9176.5185546875,-9173.017578125,-9173.84765625,3.722965791634124,3.5009765625,-0.2219892291341239,2.940937606501393,2.6708984375,-0.270039169001393,0.7820281851327309,0.830078125,0.04804993986726913
train,C2H2N2O2,rxn3535,8,-9176.337552894462,-9173.16145288093,-9174.42761078514,-9176.5185546875,-9173.4384765625,-9174.615234375,3.17610001353205,3.080078125,-0.09602188853205007,1.9099421093214914,1.9033203125,-0.0066217968214914436,1.2661579042105586,1.1767578125,-0.08940009171055863
train,C2H2N2O2,rxn3536,8,-9176.337552894462,-9171.186745422869,-9173.086273868992,-9176.5185546875,-9171.3515625,-9173.259765625,5.150807471592998,5.1669921875,0.0161847159070021,3.2512790254695574,3.2587890625,0.007510037030442618,1.8995284461234405,1.908203125,0.008674678876559483
train,C2H2N2O2,rxn3537,8,-9176.337552894462,-9173.78045148006,-9176.232726513195,-9176.5185546875,-9174.0234375,-9176.4140625,2.5571014144024957,2.4951171875,-0.06198422690249572,0.10482638126632082,0.1044921875,-0.00033419376632082276,2.452275033136175,2.390625,-0.0616500331361749
train,C2H2N2O2,rxn3878,8,-9176.863648695034,-9174.299278738332,-9176.455117940346,-9177.0078125,-9174.4638671875,-9176.572265625,2.564369956702649,2.5439453125,-0.02042464420264878,0.4085307546883996,0.435546875,0.02701612031160039,2.155839202014249,2.1083984375,-0.04744076451424917
train,C2H2N2O2,rxn3879,8,-9176.863648695034,-9172.885506370027,-9173.773321140932,-9177.0078125,-9173.1220703125,-9173.958984375,3.978142325007866,3.8857421875,-0.09240013750786602,3.0903275541022595,3.048828125,-0.041499429102259455,0.8878147709056066,0.8369140625,-0.050900708405606565
train,C2H2N2O2,rxn9393,8,-9176.863648695034,-9173.937672075377,-9177.555085208058,-9177.0078125,-9174.0400390625,-9177.462890625,2.9259766196573764,2.9677734375,0.04179681784262357,-0.6914365130232909,-0.455078125,0.2363583880232909,3.6174131326806673,3.4228515625,-0.19456157018066733
train,C2H2N4,rxn0127,8,-8061.087488622239,-8058.009189921194,-8058.300507373923,-8061.45166015625,-8058.25,-8058.4619140625,3.0782987010452416,3.20166015625,0.12336145520475839,2.7869812483158967,2.98974609375,0.20276484543410334,0.29131745272934495,0.2119140625,-0.07940339022934495
train,C2H2N4,rxn0827,8,-8061.417086696443,-8057.111196937281,-8058.722049606207,-8061.61083984375,-8057.74755859375,-8059.24169921875,4.305889759161801,3.86328125,-0.4426085091618006,2.695037090235928,2.369140625,-0.3258964652359282,1.6108526689258724,1.494140625,-0.11671204392587242
train,C2H2N4,rxn0828,8,-8061.41708669696,-8057.460486375087,-8058.473804349953,-8061.61083984375,-8057.8603515625,-8058.888671875,3.956600321872429,3.75048828125,-0.20611204062242905,2.9432823470069707,2.72216796875,-0.22111437825697067,1.0133179748654584,1.0283203125,0.015002337634541618
